,points,province,variety,price
8520,3,California,Pinot Noir,43.0
8521,3,Piedmont,Barbera,22.0
8522,3,Washington,Red Blend,20.0
8523,3,Southwest France,Malbec,26.0
8524,2,Languedoc-Roussillon,Chardonnay-Viognier,14.0
8525,3,California,Chardonnay,44.0
8526,2,South Australia,Shiraz,16.0
8527,2,Catalonia,Sparkling Blend,8.0
8528,2,Piedmont,Dolcetto,16.0
8529,3,California,Zinfandel,20.0
8530,1,Rheingau,Pinot Noir,15.0
8531,1,California,Merlot,18.0
8532,1,California,Sauvignon Blanc,18.0
8533,2,Burgenland,Weissburgunder,11.0
8534,2,California,Zinfandel,34.0
8535,3,Tuscany,Sangiovese,29.0
8536,4,Oregon,Tempranillo,80.0
8537,3,California,Syrah,45.0
8538,2,Provence,Red Blend,22.0
8539,3,Mosel-Saar-Ruwer,Riesling,32.0
8541,2,California,Cabernet Sauvignon,20.0
8542,3,Mendoza Province,Chardonnay,12.0
8543,2,Loire Valley,Sauvignon Blanc,34.0
8544,2,Marlborough,Pinot Noir,20.0
8545,3,California,Pinot Noir,60.0
8546,2,California,Sauvignon Blanc,18.0
8547,4,Alsace,Pinot Gris,50.0
8548,2,Stellenbosch,Chardonnay,38.0
8550,3,Washington,Chardonnay,13.0
8552,1,Bordeaux,Bordeaux-style Red Blend,17.0
8553,2,Burgundy,Chardonnay,15.0
8554,2,New York,Merlot,19.0
8555,4,Washington,Merlot,40.0
8556,3,California,Pinot Noir,47.0
8557,4,California,Cabernet Sauvignon,50.0
8558,3,California,Chardonnay,23.0
8559,1,Northern Spain,Tempranillo Blend,13.0
8560,2,Northeastern Italy,Chardonnay,16.0
8561,2,Marlborough,Pinot Noir,39.0
8562,2,Washington,Merlot,8.0
8563,4,Washington,Syrah,45.0
8565,2,Haut-Judeé,Bordeaux-style Red Blend,45.0
8566,1,Romania,Riesling,11.0
8567,3,New York,Riesling,45.0
8568,4,Washington,Sauvignon Blanc,19.0
8570,4,California,Black Muscat,38.0
8572,2,Moselle Luxembourgeoise,Pinot Gris,36.0
8573,3,Bordeaux,Bordeaux-style Red Blend,20.0
8574,4,Piedmont,Nebbiolo,70.0
8575,3,Alsace,Pinot Gris,16.0
8576,2,Bordeaux,Bordeaux-style Red Blend,30.0
8577,3,California,Cabernet Sauvignon,75.0
8578,3,Northern Spain,Tempranillo Blend,48.0
8579,4,California,Chardonnay,50.0
8580,2,Galicia,Albariño,20.0
8582,2,Northern Spain,Tempranillo,27.0
8583,3,Donauland,Pinot Noir,30.0
8584,2,New York,Gewürztraminer,36.0
8585,3,Tuscany,Sangiovese Grosso,23.0
8586,2,Alentejano,Portuguese Red,21.0
8587,3,California,Pinot Noir,55.0
8588,2,Central Spain,Cabernet Sauvignon,14.0
8589,3,Washington,Grenache,22.0
8590,4,California,Pinot Noir,65.0
8591,3,Washington,Bordeaux-style Red Blend,30.0
8592,4,Veneto,"Corvina, Rondinella, Molinara",67.0
8594,1,Catalonia,Sparkling Blend,15.0
8595,4,Tuscany,Sangiovese Grosso,70.0
8596,3,California,Cabernet Sauvignon,30.0
8597,2,California,Rhône-style White Blend,30.0
8598,1,Mendoza Province,Torrontés,10.0
8599,3,Judean Hills,Cabernet Sauvignon,40.0
8601,2,Sicily & Sardinia,White Blend,10.0
8602,2,Washington,Syrah,27.0
8603,3,Washington,Syrah,35.0
8604,2,Loire Valley,Chardonnay,10.0
8605,3,Alentejano,Portuguese Red,16.0
8606,3,South Australia,Shiraz,40.0
8607,3,Bordeaux,Bordeaux-style Red Blend,85.0
8608,2,Southern Italy,White Blend,10.0
8609,3,Tuscany,Sangiovese,45.0
8610,3,Burgenland,Chardonnay,15.0
8611,2,California,Pinot Noir,55.0
8612,2,California,Merlot,30.0
8613,3,California,Pinot Noir,65.0
8614,2,California,Zinfandel,18.0
8615,2,Burgundy,Aligoté,23.0
8616,2,Washington,Syrah,25.0
8617,3,Douro,Touriga Nacional,35.0
8618,2,Washington,Merlot,12.0
8619,1,Northern Spain,Sauvignon Blanc,10.0
8620,2,Alsace,Sylvaner,20.0
8622,3,Marlborough,Riesling,16.0
8623,2,Oregon,Pinot Noir,20.0
8624,3,Southern Italy,White Blend,35.0
8626,3,Cederberg,Cabernet Sauvignon,28.0
8627,2,California,Zinfandel,35.0
8628,1,California,Syrah,22.0
8629,3,Washington,Cabernet Franc,30.0
8630,2,California,Zinfandel,26.0
8631,4,California,Zinfandel,30.0
8632,3,Tuscany,Sangiovese Grosso,81.0
8633,2,Northern Spain,Garnacha,12.0
8634,2,Languedoc-Roussillon,Rhône-style Red Blend,14.0
8635,3,California,Merlot,24.0
8637,3,Washington,Rosé,15.0
8638,3,California,Pinot Noir,46.0
8639,2,Piedmont,Moscato,12.0
8640,2,Oregon,Pinot Noir,65.0
8641,2,Northeastern Italy,Champagne Blend,14.0
8642,4,California,Syrah,25.0
8643,3,Oregon,Pinot Noir,50.0
8644,3,California,Pinot Noir,55.0
8645,3,Galicia,Albariño,25.0
8646,5,Burgundy,Pinot Noir,300.0
8647,3,Tuscany,Sangiovese Grosso,50.0
8648,2,California,Red Blend,45.0
8649,2,California,Chardonnay,11.0
8651,4,Washington,Cabernet Sauvignon,49.0
8652,3,California,Sauvignon Blanc,34.0
8653,2,Catalonia,Syrah-Grenache,12.0
8654,3,Tuscany,Sangiovese Grosso,90.0
8655,2,New York,Riesling,18.0
8656,4,Washington,Syrah,45.0
8657,2,California,Syrah,25.0
8658,3,Washington,Red Blend,75.0
8659,1,Catalonia,Red Blend,30.0
8660,4,South Australia,Cabernet Sauvignon,60.0
8661,3,Loire Valley,Cabernet Franc,18.0
8662,1,California,Cabernet Sauvignon,40.0
8663,2,Coastal Region,Merlot,17.0
8664,2,Burgundy,Chardonnay,20.0
8665,3,Veneto,"Corvina, Rondinella, Molinara",59.0
8666,3,California,Pinot Noir,60.0
8667,3,Northern Spain,Tempranillo,35.0
8668,2,Waipara,Chardonnay,20.0
8669,3,Maipo Valley,Red Blend,50.0
8670,4,California,Sauvignon Blanc,26.0
8671,4,California,Bordeaux-style Red Blend,140.0
8672,3,Tuscany,Red Blend,23.0
8673,4,California,Petite Sirah,36.0
8674,4,California,Zinfandel,48.0
8675,3,Pirque,Cabernet Sauvignon,38.0
8677,3,California,Chardonnay,23.0
8678,4,South Australia,Shiraz,30.0
8679,1,Colchagua Valley,Cabernet Sauvignon-Carmenère,10.0
8681,2,California,Pinot Noir,10.0
8682,3,Northern Spain,Tempranillo,20.0
8683,3,California,Cabernet Franc,60.0
8684,3,California,Zinfandel,20.0
8685,3,Andalucia,Sherry,18.0
8686,2,California,Cabernet Sauvignon,40.0
8687,4,California,Pinot Noir,50.0
8688,3,Rhône Valley,Muscat,30.0
8689,3,Colchagua Valley,Cabernet Sauvignon,24.0
8690,3,Mendoza Province,Malbec,20.0
8691,3,Piedmont,Barbera,28.0
8692,2,Mosel-Saar-Ruwer,Riesling,14.0
8694,2,Washington,Chardonnay,20.0
8695,2,Catalonia,Sparkling Blend,13.0
8696,2,California,Rosé,10.0
8697,1,Oregon,Cabernet Sauvignon,24.0
8698,4,California,Syrah,54.0
8699,2,Washington,Riesling,25.0
8701,3,Catalonia,Red Blend,25.0
8703,3,California,Zinfandel,34.0
8704,4,Catalonia,Carignan,105.0
8705,3,California,Chardonnay,32.0
8706,2,Northern Spain,Tempranillo,15.0
8707,1,France Other,Sparkling Blend,10.0
8708,3,Central Italy,Montepulciano,53.0
8709,1,Northern Spain,Merlot,29.0
8710,3,Pfalz,Pinot Noir,15.0
8712,3,Douro,Touriga Nacional,100.0
8713,3,Stellenbosch,Cabernet Sauvignon,27.0
8714,3,Northeastern Italy,Red Blend,20.0
8716,4,California,Merlot,52.0
8717,3,Washington,Red Blend,18.0
8719,4,California,Chardonnay,30.0
8720,2,California,Petite Sirah,18.0
8721,3,South Australia,G-S-M,30.0
8722,3,Southern Italy,Negroamaro,61.0
8723,2,Tuscany,Sangiovese,16.0
8724,3,California,Pinot Noir,50.0
8725,2,Tuscany,Vernaccia,13.0
8726,3,Marlborough,Pinot Noir,32.0
8727,3,Southern Italy,Greco,27.0
8728,2,Mendoza Province,Syrah,18.0
8729,4,California,Cabernet Sauvignon,55.0
8730,3,Tuscany,Red Blend,37.0
8731,2,Mosel-Saar-Ruwer,Riesling,20.0
8732,2,Washington,Riesling,8.0
8733,3,Provence,Rosé,15.0
8734,2,Central Valley,Cabernet Sauvignon,10.0
8735,3,Swartland,White Blend,28.0
8736,2,New York,Pinot Noir,12.0
8737,4,California,Cabernet Sauvignon,80.0
8739,2,California,Cabernet Sauvignon,60.0
8740,3,Burgundy,Chardonnay,65.0
8741,3,Piedmont,Nebbiolo,30.0
8742,2,Tuscany,Sangiovese,19.0
8743,3,Rheingau,Riesling,20.0
8744,3,California,Pinot Noir,34.0
8745,2,California,Cabernet Sauvignon,4.0
8746,3,Alentejano,Syrah,24.0
8747,2,Northern Spain,Tempranillo,10.0
8748,2,Douro,Portuguese Red,20.0
8749,2,Tuscany,Sangiovese,70.0
8750,1,Mendoza Province,Pinot Grigio,10.0
8751,3,Marlborough,Sauvignon Blanc,20.0
8752,1,Mendoza Province,Malbec,6.0
8753,3,Sicily & Sardinia,Red Blend,31.0
8754,3,Douro,Portuguese Red,15.0
8755,3,Oregon,Pinot Gris,16.0
8756,2,Washington,Red Blend,13.0
8757,2,California,Pinot Noir,24.0
8758,3,Marlborough,Sauvignon Blanc,17.0
8759,3,California,Sauvignon Blanc,12.0
8760,3,South Australia,Shiraz,70.0
8761,4,California,Bordeaux-style Red Blend,65.0
8762,3,Oregon,Pinot Noir,35.0
8763,3,Oregon,Pinot Noir,40.0
8764,1,Michigan,Riesling,17.0
8765,1,California,Pinot Noir,18.0
8766,2,Northeastern Italy,Pinot Grigio,19.0
8767,2,Australia Other,Merlot,12.0
8768,2,California,Cabernet Sauvignon,25.0
8769,3,Lombardy,Chardonnay,61.0
8770,2,Mendoza Province,Malbec,12.0
8771,4,Veneto,"Corvina, Rondinella, Molinara",118.0
8772,2,Oregon,Sauvignon Blanc,18.0
8773,3,Washington,Chardonnay,20.0
8774,3,Oregon,Pinot Noir,44.0
8775,2,Sicily & Sardinia,Perricone,25.0
8776,3,Languedoc-Roussillon,Red Blend,24.0
8777,4,California,Pinot Noir,50.0
8778,3,Northern Spain,Tempranillo,32.0
8779,3,Oregon,Sauvignon Blanc,22.0
8780,3,Veneto,Red Blend,50.0
8781,3,California,Pinot Noir,38.0
8782,3,Marlborough,Sauvignon Blanc,18.0
8783,2,Alsace,Pinot Gris,15.0
8784,2,Alsace,Riesling,17.0
8785,3,Northern Spain,Tempranillo,24.0
8786,2,Southern Italy,Chardonnay,12.0
8787,2,California,Merlot,19.0
8790,3,Northern Spain,Tempranillo,17.0
8791,3,California,Cabernet Blend,44.0
8792,3,Washington,Cabernet Sauvignon,30.0
8793,3,Oregon,Pinot Noir,25.0
8794,2,Alsace,Riesling,25.0
8795,4,California,Pinot Noir,75.0
8796,2,California,Syrah,45.0
8798,2,Oregon,Pinot Noir,35.0
8799,3,Martinborough,Pinot Noir,24.0
8800,4,Washington,Red Blend,85.0
8801,2,Mosel,Riesling,13.0
8802,2,California,Syrah,18.0
8803,3,Bordeaux,Bordeaux-style White Blend,12.0
8805,1,Mendoza Province,Torrontés,11.0
8806,3,California,Cabernet Sauvignon,60.0
8807,3,Northeastern Italy,Friulano,26.0
8808,2,Tuscany,Sangiovese,43.0
8809,2,California,Zinfandel,20.0
8810,2,California,Zinfandel,13.0
8811,4,California,Pinot Noir,48.0
8812,2,Central Italy,Passerina,14.0
8813,2,Oregon,Pinot Gris,12.0
8814,3,Piedmont,Nebbiolo,55.0
8815,2,California,Merlot,18.0
8816,3,Tuscany,Vermentino,22.0
8817,2,California,Chardonnay,20.0
8818,1,Swartland,Shiraz,20.0
8819,3,California,Chardonnay,26.0
8820,1,Marlborough,Sauvignon Blanc,15.0
8821,2,Galilee,Merlot,50.0
8822,3,California,Pinot Noir,50.0
8823,2,Gisborne,Chardonnay,20.0
8824,3,California,Pinot Noir,42.0
8825,3,Mosel,Riesling,32.0
8826,5,Burgundy,Pinot Noir,639.0
8827,3,Sicily & Sardinia,Nerello Cappuccio,36.0
8828,2,Central Valley,Carmenère,11.0
8829,3,Sicily & Sardinia,Red Blend,30.0
8831,4,South Australia,Shiraz,75.0
8832,3,Central Italy,Pecorino,20.0
8833,4,Washington,Riesling,24.0
8834,3,Rhône Valley,Rosé,13.0
8835,2,Colchagua Valley,Cabernet Sauvignon,12.0
8836,1,Mendoza Province,Malbec-Bonarda,7.0
8837,2,California,Cabernet Sauvignon,30.0
8838,3,Northeastern Italy,White Blend,49.0
8839,2,Tuscany,Red Blend,35.0
8840,2,Central Spain,Red Blend,10.0
8842,4,Southwest France,Sauvignon Blanc,135.0
8843,3,California,Merlot,25.0
8844,3,California,Pinot Noir,35.0
8845,2,Oregon,Pinot Noir,19.0
8847,4,California,Petite Sirah,38.0
8848,2,California,Syrah,36.0
8849,2,Rheinhessen,Riesling,10.0
8850,3,Burgundy,Champagne Blend,24.0
8851,4,Piedmont,Nebbiolo,85.0
8852,3,California,Grenache,16.0
8853,2,California,Cabernet Sauvignon,40.0
8854,3,California,Chardonnay,32.0
8855,3,Bairrada,Portuguese Red,14.0
8857,1,Languedoc-Roussillon,Pinot Noir,13.0
8858,4,Burgundy,Pinot Noir,325.0
8860,2,Southwest France,Malbec,40.0
8861,3,Rheingau,Riesling,22.0
8862,2,Bordeaux,Bordeaux-style Red Blend,15.0
8863,3,Loire Valley,Chenin Blanc,15.0
8864,3,New South Wales,Merlot,26.0
8866,3,Rhône Valley,Rosé,14.0
8867,3,Languedoc-Roussillon,G-S-M,22.0
8868,2,California,Red Blend,13.0
8869,2,Sicily & Sardinia,Pinot Nero,9.0
8870,2,South Australia,Chardonnay,12.0
8871,1,California,Merlot,12.0
8872,2,Maipo Valley,Sauvignon Blanc,10.0
8873,2,Galilee,Carignan,25.0
8874,3,Oregon,Pinot Noir,50.0
8876,3,Southwest France,Malbec,33.0
8877,2,Tuscany,Sangiovese,48.0
8878,1,California,Bordeaux-style Red Blend,20.0
8879,1,California,Chardonnay,6.0
8880,3,Champagne,Champagne Blend,50.0
8881,3,California,Tempranillo,42.0
8884,2,Washington,Zinfandel,15.0
8885,3,California,Pinot Gris,20.0
8886,3,Hemel en Aarde,Chardonnay,31.0
8887,2,Mendoza Province,Malbec,12.0
8888,2,California,Sauvignon Blanc,15.0
8889,2,California,Merlot,44.0
8890,3,California,Syrah,28.0
8891,3,Loire Valley,Pinot Noir,33.0
8892,3,California,Chardonnay,25.0
8893,3,Tuscany,Red Blend,50.0
8894,2,Southwest France,Bordeaux-style Red Blend,35.0
8895,2,California,Bordeaux-style Red Blend,30.0
8896,3,Oregon,Pinot Noir,70.0
8897,3,South Australia,Riesling,25.0
8898,4,California,Petite Sirah,38.0
8899,3,Hawke's Bay,Bordeaux-style Red Blend,40.0
8900,1,California,Sparkling Blend,10.0
8901,4,Champagne,Champagne Blend,55.0
8902,1,Other,Pinot Grigio,9.0
8903,2,California,Pinot Noir,35.0
8904,4,California,Chardonnay,50.0
8905,4,Loire Valley,Sauvignon Blanc,30.0
8906,2,Washington,Red Blend,17.0
8907,4,Galicia,Albariño,33.0
8908,2,Missouri,Port,50.0
8909,4,California,Chardonnay,58.0
8910,2,California,Pinot Noir,9.0
8912,3,Nelson,Sauvignon Blanc,17.0
8913,3,California,Cabernet Sauvignon,50.0
8914,1,California,Red Blend,39.0
8915,4,Alsace,Riesling,49.0
8916,3,Veneto,"Corvina, Rondinella, Molinara",35.0
8917,3,Peloponnese,Cabernet Sauvignon,20.0
8918,3,Oregon,Pinot Noir,50.0
8919,3,Maipo Valley,Cabernet Sauvignon,27.0
8920,2,Tuscany,Sangiovese,20.0
8921,4,Northern Spain,Tinto del Pais,395.0
8922,2,New York,Cabernet Franc,15.0
8923,3,California,Charbono,35.0
8924,3,Northern Spain,Tempranillo Blend,30.0
8925,2,Pfalz,Riesling,16.0
8926,2,Northeastern Italy,Pinot Grigio,18.0
8927,3,California,Zinfandel,10.0
8928,3,Washington,Syrah,12.0
8929,2,California,Aglianico,25.0
8930,2,Mendoza Province,Sauvignon Blanc,10.0
8931,2,California,Pinot Noir,50.0
8932,3,Northern Spain,Tempranillo,45.0
8933,3,Burgenland,Pinot Noir,30.0
8934,3,Paarl,Chardonnay,16.0
8935,4,Wachau,Riesling,51.0
8936,3,Northern Spain,Tinto Fino,36.0
8937,2,Washington,Syrah,19.0
8938,2,Stellenbosch,Bordeaux-style Red Blend,35.0
8939,3,Mendoza Province,Malbec,12.0
8940,2,Nelson,Chardonnay,20.0
8941,3,Oregon,Pinot Noir,59.0
8942,1,California,Cabernet Sauvignon,24.0
8943,3,Piedmont,Nebbiolo,32.0
8944,1,Coastal Region,Chardonnay,10.0
8945,2,Bordeaux,Bordeaux-style Red Blend,30.0
8946,2,Burgenland,Pinot Noir,24.0
8947,1,Central Spain,Tempranillo,20.0
8948,3,Northern Spain,Tempranillo,28.0
8949,2,California,Sauvignon Blanc,26.0
8950,4,Oregon,Pinot Noir,48.0
8952,4,California,Viognier,24.0
8953,2,Provence,Rosé,25.0
8954,3,Southwest France,Malbec,17.0
8955,1,Central Valley,Sauvignon Blanc,13.0
8956,4,Kamptal,Riesling,46.0
8958,3,Colchagua Valley,Syrah,24.0
8959,4,California,Syrah,45.0
8960,4,Champagne,Champagne Blend,200.0
8961,2,Catalonia,Red Blend,29.0
8962,1,Australia Other,Cabernet Sauvignon,8.0
8963,2,Northern Spain,Garnacha,9.0
8964,4,California,Cabernet Sauvignon,80.0
8965,3,Southwest France,Malbec,13.0
8966,2,California,Chardonnay,17.0
8967,4,California,Bordeaux-style Red Blend,55.0
8968,2,New York,Sparkling Blend,22.0
8969,3,Sicily & Sardinia,White Blend,16.0
8970,3,Tuscany,Red Blend,45.0
8971,2,Catalonia,Red Blend,18.0
8972,4,Washington,Merlot,28.0
8973,3,Goriska Brda,Cabernet Sauvignon,27.0
8974,2,California,Red Blend,24.0
8975,3,Champagne,Chardonnay,80.0
8977,2,Mendoza Province,Torrontés,11.0
8978,3,Maipo Valley,Cabernet Sauvignon,40.0
8979,2,Beaujolais,Gamay,14.0
8980,3,Northern Spain,Garnacha,8.0
8981,2,California,Chardonnay,18.0
8982,4,Veneto,Red Blend,79.0
8983,3,Washington,Riesling,11.0
8984,5,California,Cabernet Sauvignon,75.0
8985,3,Piedmont,Nebbiolo,50.0
8986,1,Catalonia,Rosé,16.0
8987,3,Tuscany,Red Blend,40.0
8988,2,Northern Spain,Tinta Fina,29.0
8989,2,Vin de Pays de Velvendo,Red Blend,35.0
8990,1,Bordeaux,Bordeaux-style Red Blend,12.0
8991,2,Tuscany,Red Blend,8.0
8992,2,Arizona,Chardonnay,35.0
8993,3,California,Chardonnay,40.0
8994,2,Northern Spain,Garnacha,15.0
8995,3,Veneto,"Corvina, Rondinella, Molinara",16.0
8997,3,Hawke's Bay,Syrah,60.0
8998,4,California,Cabernet Sauvignon,50.0
8999,2,Sicily & Sardinia,Vermentino,19.0
9000,3,Rapel Valley,Red Blend,22.0
9001,4,Washington,Cabernet Sauvignon,42.0
9002,3,Veneto,Prosecco,18.0
9003,2,Mendoza Province,Merlot,12.0
9004,3,Rhône Valley,Rhône-style Red Blend,40.0
9005,3,Northeastern Italy,Pinot Grigio,28.0
9006,4,Washington,Cabernet Sauvignon,38.0
9007,2,Mosel-Saar-Ruwer,Riesling,18.0
9008,2,Northern Spain,Tempranillo Blend,50.0
9009,4,Alentejano,Portuguese Red,90.0
9010,3,Sicily & Sardinia,Chardonnay,33.0
9011,2,California,Pinot Noir,40.0
9012,3,Mendoza Province,Malbec,13.0
9013,2,California,Cabernet Sauvignon,20.0
9014,3,Bordeaux,Bordeaux-style Red Blend,35.0
9015,2,Catalonia,Red Blend,15.0
9016,1,Northern Spain,Tempranillo,9.0
9017,3,California,Cabernet Sauvignon,50.0
9018,4,Washington,Cabernet Sauvignon,42.0
9019,4,Wachau,Riesling,25.0
9020,4,Tuscany,Sangiovese Grosso,67.0
9021,1,California,Pinot Gris,13.0
9022,1,Catalonia,Sparkling Blend,15.0
9024,2,California,Cabernet Franc,24.0
9025,3,California,Sangiovese,30.0
9026,3,Washington,Red Blend,27.0
9027,1,California,Merlot,24.0
9028,3,South Australia,Shiraz,40.0
9029,2,Tuscany,Red Blend,12.0
9030,3,Burgundy,Chardonnay,40.0
9031,4,Douro,Portuguese Red,110.0
9033,3,Naoussa,Xinomavro,19.0
9034,3,Piedmont,Nebbiolo,74.0
9035,2,Northern Spain,Tempranillo,10.0
9036,2,Colchagua Valley,Cabernet Sauvignon,7.0
9037,4,Washington,White Blend,25.0
9040,3,California,Sauvignon Blanc,18.0
9041,1,California,Pinot Noir,12.0
9042,2,California,Chardonnay,18.0
9043,5,South Australia,Shiraz-Viognier,220.0
9044,3,California,Pinot Noir,61.0
9045,3,Mendoza Province,Cabernet Franc,17.0
9046,2,California,Rhône-style Red Blend,40.0
9047,2,California,Chardonnay,18.0
9048,4,South Australia,Shiraz,185.0
9049,2,Sicily & Sardinia,Grillo,20.0
9050,2,Vinho Verde,Portuguese White,8.0
9051,2,Colchagua Valley,Merlot,12.0
9052,2,Piedmont,Cortese,18.0
9053,3,Marlborough,Sauvignon Blanc,25.0
9054,1,Washington,White Blend,14.0
9055,2,Tuscany,Sangiovese,35.0
9056,3,Western Australia,Riesling,21.0
9057,2,Tuscany,Sangiovese,16.0
9058,2,California,Riesling,22.0
9059,2,New South Wales,Merlot,10.0
9060,3,California,Pinot Noir,27.0
9061,3,California,Chardonnay,20.0
9062,2,California,Semillon-Sauvignon Blanc,30.0
9063,4,Tuscany,Sangiovese Grosso,55.0
9064,2,Champagne,Champagne Blend,35.0
9065,3,Port,Port,66.0
9066,3,California,Chardonnay,35.0
9067,4,Tuscany,Red Blend,56.0
9068,4,Tuscany,Sangiovese,54.0
9069,2,California,Meritage,17.0
9070,3,Tuscany,Red Blend,45.0
9071,3,Burgundy,Chardonnay,48.0
9072,4,Northern Spain,Tempranillo Blend,350.0
9073,4,Mendoza Province,Malbec-Cabernet Sauvignon,35.0
9074,2,Thermenregion,Zweigelt,17.0
9076,3,California,Chardonnay,50.0
9077,4,California,Cabernet Franc,44.0
9078,3,Tuscany,Red Blend,54.0
9079,3,California,Chardonnay,22.0
9080,4,Burgundy,Chardonnay,375.0
9081,2,California,Meritage,46.0
9082,3,Catalonia,Red Blend,22.0
9083,2,Galicia,Albariño,23.0
9084,4,Washington,Cabernet Sauvignon,48.0
9085,3,South Australia,Shiraz,33.0
9086,3,Western Australia,Shiraz,15.0
9088,3,Western Cape,Red Blend,15.0
9089,4,Oregon,Pinot Gris,15.0
9090,5,California,Sauvignon Blanc,90.0
9093,3,Tuscany,Red Blend,17.0
9094,3,Veneto,"Corvina, Rondinella, Molinara",40.0
9095,3,Tuscany,Sangiovese Grosso,20.0
9096,3,Drama,Cabernet Sauvignon,30.0
9097,1,Northern Spain,Red Blend,9.0
9098,2,Levante,White Blend,9.0
9099,3,Marlborough,Pinot Noir,20.0
9100,2,Southern Italy,Falanghina,14.0
9101,3,Burgundy,Chardonnay,54.0
9102,3,Piedmont,Chardonnay,22.0
9103,1,Maipo Valley,Merlot,12.0
9104,1,California,Sauvignon Blanc,20.0
9105,1,Northern Spain,Garnacha,10.0
9106,3,California,Sauvignon Blanc,20.0
9107,3,California,Chardonnay,32.0
9108,3,California,Chardonnay,23.0
9110,3,South Australia,Merlot-Cabernet Franc,40.0
9111,3,California,Rhône-style White Blend,28.0
9112,3,Rhône Valley,Rhône-style Red Blend,37.0
9113,2,Tuscany,Merlot,15.0
9114,4,Tuscany,Red Blend,80.0
9115,2,California,Pinot Noir,42.0
9116,4,Tuscany,Sangiovese,45.0
9117,4,Bordeaux,Bordeaux-style Red Blend,110.0
9119,2,Washington,Chardonnay,11.0
9120,3,Oregon,Pinot Noir,15.0
9121,2,Veneto,Glera,22.0
9122,3,Western Australia,Cabernet Sauvignon,13.0
9123,4,Oregon,Chardonnay,60.0
9124,3,Washington,Red Blend,18.0
9125,3,California,Red Blend,9.0
9126,2,Other,Malbec,20.0
9127,4,Rhône Valley,Rhône-style Red Blend,26.0
9130,1,California,Riesling,25.0
9131,2,California,Grenache,25.0
9132,2,Central Otago,Pinot Noir,30.0
9133,4,Piedmont,Nebbiolo,60.0
9134,4,Tuscany,Red Blend,75.0
9135,4,Sicily & Sardinia,Nasco,65.0
9136,3,Mosel,Riesling,31.0
9137,3,Washington,Pinot Gris,9.0
9138,2,California,Muscat Canelli,10.0
9140,2,Burgundy,Chardonnay,21.0
9141,3,Tejo,Portuguese White,10.0
9142,2,Piedmont,Barbera,33.0
9143,2,Catalonia,Sparkling Blend,9.0
9144,3,Marlborough,Sauvignon Blanc,17.0
9145,2,California,Cabernet Sauvignon,10.0
9146,3,Casablanca Valley,Sauvignon Blanc,15.0
9147,3,California,Zinfandel,25.0
9148,2,California,Tocai Friulano,18.0
9149,3,New York,Gewürztraminer,28.0
9150,2,Mendoza Province,Chardonnay,15.0
9151,3,Alentejano,Portuguese White,28.0
9152,3,Oregon,Pinot Noir,35.0
9153,2,Casablanca Valley,Chardonnay,12.0
9154,2,Tuscany,Merlot,13.0
9155,1,California,Meritage,50.0
9156,3,Sicily & Sardinia,Nero d'Avola,23.0
9157,2,Tuscany,Prugnolo Gentile,18.0
9158,2,Alsace,Riesling,77.0
9159,2,California,Chardonnay,13.0
9161,3,Alsace,Pinot Gris,23.0
9162,3,Mendoza Province,Malbec,18.0
9163,3,Northeastern Italy,White Blend,65.0
9164,4,Tuscany,Sangiovese Grosso,70.0
9165,2,California,Chardonnay,12.0
9166,2,Northeastern Italy,Pinot Grigio,18.0
9167,2,Central Otago,Pinot Noir,34.0
9168,3,Bordeaux,Bordeaux-style White Blend,10.0
9169,2,California,Chardonnay,25.0
9170,1,Loire Valley,Grolleau,10.0
9171,2,Languedoc-Roussillon,Merlot,11.0
9172,4,Piedmont,Nebbiolo,55.0
9173,1,Burgenland,Zweigelt,23.0
9174,3,Marlborough,Sauvignon Blanc,19.0
9175,2,Marlborough,Riesling,14.0
9176,4,Washington,Viognier,28.0
9177,3,California,Rosé,18.0
9178,3,British Columbia,Cabernet Sauvignon-Syrah,40.0
9179,1,Molina,Merlot,13.0
9180,2,New York,Gewürztraminer,22.0
9181,3,Casablanca Valley,Bordeaux-style Red Blend,16.0
9182,3,California,Bordeaux-style White Blend,42.0
9183,1,Languedoc-Roussillon,Cabernet Sauvignon,11.0
9184,4,California,Syrah,46.0
